name,matchday,date,home_team,away_team,result,played_position,goals,assists,own_goals,yellow,yellow_x2,red,sub_on,sub_off,minutes,competition
Lautaro Martinez,32,2021-04-21,Spezia Calcio  (14.),Inter  (1.),1:1,CF,0,0,0,0,0,0,0,0,90,SERIE A
Lautaro Martinez,33,2021-04-25,Inter  (1.),Hellas Verona  (10.),1:0,CF,0,0,0,0,0,0,0,72,72,SERIE A
Lautaro Martinez,34,2021-05-01,Crotone  (20.),Inter  (1.),0:2,CF,0,0,0,0,0,0,0,65,65,SERIE A
Lautaro Martinez,35,2021-05-08,Inter  (1.),Sampdoria  (9.),5:1,CF,1,0,0,0,0,0,0,73,73,SERIE A
Lautaro Martinez,36,2021-05-12,Inter  (1.),AS Roma  (7.),3:1,CF,0,0,0,0,0,0,35,77,42,SERIE A
Lautaro Martinez,37,2021-05-15,Juventus  (5.),Inter  (1.),3:2,CF,0,1,0,1,0,0,0,0,90,SERIE A
Lautaro Martinez,38,2021-05-23,Inter  (1.),Udinese Calcio  (12.),5:1,CF,1,1,0,1,0,0,0,57,57,SERIE A
Lautaro Martinez,2,2021-08-27,Hellas Verona  (13.),Inter  (1.),1:3,CF,1,0,0,1,0,0,0,74,74,SERIE A
Lautaro Martinez,3,2021-09-12,Sampdoria  (13.),Inter  (2.),2:2,CF,1,0,0,0,0,0,0,62,62,SERIE A
Lautaro Martinez,4,2021-09-18,Inter  (4.),Bologna  (6.),6:1,CF,1,0,0,0,0,0,0,67,67,SERIE A
Lautaro Martinez,5,2021-09-21,Fiorentina  (5.),Inter  (2.),1:3,CF,0,0,0,0,0,0,0,83,83,SERIE A
Lautaro Martinez,6,2021-09-25,Inter  (2.),Atalanta BC  (5.),2:2,CF,1,0,0,0,0,0,0,81,81,SERIE A
Lautaro Martinez,7,2021-10-02,Sassuolo  (12.),Inter  (3.),1:2,CF,1,0,0,0,0,0,0,88,88,SERIE A
Lautaro Martinez,8,2021-10-16,Lazio  (6.),Inter  (3.),3:1,CF,0,0,0,1,0,0,76,0,14,SERIE A
Lautaro Martinez,9,2021-10-24,Inter  (3.),Juventus  (7.),1:1,CF,0,0,0,0,0,0,0,72,72,SERIE A
Lautaro Martinez,10,2021-10-27,FC Empoli  (10.),Inter  (3.),0:2,CF,0,1,0,0,0,0,0,84,84,SERIE A
Lautaro Martinez,11,2021-10-31,Inter  (3.),Udinese Calcio  (14.),2:0,,0,0,0,0,0,0,80,0,10,SERIE A
Lautaro Martinez,12,2021-11-07,AC Milan  (2.),Inter  (3.),1:1,CF,0,0,0,0,0,0,0,84,84,SERIE A
Lautaro Martinez,Round of 16,2021-01-13,Fiorentina,Inter,1:2  AET,CF,0,0,0,0,0,0,0,69,69,ITALY CUP
Lautaro Martinez,Quarter-Finals,2021-01-26,Inter,AC Milan,2:1,CF,0,0,0,0,0,0,67,0,23,ITALY CUP
Lautaro Martinez,Semi-Finals 1st Leg,2021-02-02,Inter,Juventus,1:2,CF,1,0,0,0,0,0,0,0,90,ITALY CUP
Lautaro Martinez,Semi-Finals 2nd Leg,2021-02-09,Juventus,Inter,0:0,CF,0,0,0,0,0,0,0,0,90,ITALY CUP
Lautaro Martinez,Group A,2021-06-14,Argentina  (4.),Chile  (5.),1:1,CF,0,0,0,1,0,0,0,80,80,COPA AMERICA
Lautaro Martinez,Group A,2021-06-19,Argentina  (4.),Uruguay  (6.),1:0,CF,0,0,0,0,0,0,0,52,52,COPA AMERICA
Lautaro Martinez,Group A,2021-06-29,Argentina,Bolivia,4:1,CF,1,0,0,0,0,0,63,0,27,COPA AMERICA
Lautaro Martinez,Quarter-Finals,2021-07-04,Argentina,Ecuador,3:0,CF,1,0,0,0,0,0,0,90,90,COPA AMERICA
Lautaro Martinez,Semi-Finals,2021-07-07,Argentina,Colombia,4:3  on pens,CF,1,0,0,0,0,0,0,0,90,COPA AMERICA
Lautaro Martinez,Final,2021-07-11,Argentina,Brazil,1:0,CF,0,0,0,0,0,0,0,79,79,COPA AMERICA
Nicolo Barella,Group A,2021-06-11,Turkey,Italy,0:3,CM,0,0,0,0,0,0,0,0,90,EURO 2020
Nicolo Barella,Group A,2021-06-16,Italy,Switzerland,3:0,CM,0,1,0,0,0,0,0,87,87,EURO 2020
Nicolo Barella,Round of 16,2021-06-26,Italy,Austria,2:1  AET,CM,0,0,0,1,0,0,0,67,67,EURO 2020
Nicolo Barella,Quarter-Finals,2021-07-02,Belgium,Italy,1:2,CM,1,1,0,0,0,0,0,0,90,EURO 2020
Nicolo Barella,Semi-Finals,2021-07-06,Italy,Spain,5:3  on pens,CM,0,0,0,0,0,0,0,85,85,EURO 2020
Nicolo Barella,Final,2021-07-11,Italy,England,4:3  on pens,CM,0,0,0,1,0,0,0,54,54,EURO 2020
Nicolo Barella,Group D,2021-09-15,Inter,Real Madrid,0:1,CM,0,0,0,0,0,0,0,84,84,UEFA CHAMPIONS LEAGUE
Nicolo Barella,Group D,2021-09-28,Shakhtar D.,Inter,0:0,CM,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Nicolo Barella,Group D,2021-10-19,Inter,FC Sheriff,3:1,CM,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Nicolo Barella,Group D,2021-11-03,FC Sheriff,Inter,1:3,CM,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Nicolo Barella,Group C,2021-03-25,Italy  (9.),N. Ireland  (51.),2:0,CM,0,0,0,0,0,0,64,0,26,WCQ
Nicolo Barella,Group C,2021-03-28,Bulgaria  (47.),Italy  (9.),0:2,CM,0,0,0,0,0,0,0,0,90,WCQ
Nicolo Barella,Group C,2021-03-31,Lithuania  (40.),Italy  (6.),0:2,CM,0,1,0,0,0,0,63,0,27,WCQ
Nicolo Barella,Group C,2021-09-02,Italy  (3.),Bulgaria  (43.),1:1,CM,0,0,0,1,0,0,0,63,63,WCQ
Nicolo Barella,Group C,2021-09-05,Switzerland,Italy,0:0,CM,0,0,0,0,0,0,0,90,90,WCQ
Nicolo Barella,4,2021-05-28,Italy,San Marino,7:0,CM,0,0,0,0,0,0,88,0,2,INT FRIENDLY
Nicolo Barella,5,2021-06-04,Italy,Czechia,4:0,CM,1,0,0,0,0,0,0,0,90,INT FRIENDLY
Nicolo Barella,Semi-Finals,2021-10-06,Italy,Spain,1:2,CM,0,0,0,0,0,0,0,72,72,NATIONS LEAGUE FINAL
Nicolo Barella,Third Place Play-Off,2021-10-10,Italy,Belgium,2:1,CM,1,0,0,0,0,0,0,71,71,NATIONS LEAGUE FINAL
Nicolo Barella,15,2021-01-03,Inter  (2.),Crotone  (19.),6:2,CM,0,1,1,0,0,0,0,70,70,SERIE A
Nicolo Barella,16,2021-01-06,Sampdoria  (11.),Inter  (2.),2:1,CM,0,0,0,1,0,0,0,81,81,SERIE A
Nicolo Barella,17,2021-01-10,AS Roma  (4.),Inter  (2.),2:2,CM,0,0,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,18,2021-01-17,Inter  (2.),Juventus  (3.),2:0,CM,1,1,0,1,0,0,0,0,90,SERIE A
Nicolo Barella,19,2021-01-23,Udinese Calcio  (15.),Inter  (2.),0:0,CM,0,0,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,20,2021-01-30,Inter  (2.),Benevento  (11.),4:0,CM,0,0,0,0,0,0,0,64,64,SERIE A
Nicolo Barella,21,2021-02-05,Fiorentina  (12.),Inter  (2.),0:2,CM,1,0,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,22,2021-02-14,Inter  (2.),Lazio  (4.),3:1,CM,0,0,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,23,2021-02-21,AC Milan  (2.),Inter  (1.),0:3,CM,0,0,0,0,0,0,0,86,86,SERIE A
Nicolo Barella,24,2021-02-28,Inter  (1.),Genoa  (11.),3:0,CM,0,0,0,0,0,0,0,85,85,SERIE A
Nicolo Barella,25,2021-03-04,Parma  (19.),Inter  (1.),1:2,CM,0,0,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,26,2021-03-08,Inter  (1.),Atalanta BC  (4.),1:0,CM,0,0,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,27,2021-03-14,Torino  (17.),Inter  (1.),1:2,CM,0,0,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,29,2021-04-03,Bologna  (11.),Inter  (1.),0:1,CM,0,0,0,0,0,0,0,90,90,SERIE A
Nicolo Barella,28,2021-04-07,Inter  (1.),Sassuolo  (8.),2:1,CM,0,0,0,1,0,0,0,0,90,SERIE A
Nicolo Barella,31,2021-04-18,SSC Napoli  (5.),Inter  (1.),1:1,CM,0,0,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,32,2021-04-21,Spezia Calcio  (14.),Inter  (1.),1:1,CM,0,0,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,33,2021-04-25,Inter  (1.),Hellas Verona  (10.),1:0,CM,0,0,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,34,2021-05-01,Crotone  (20.),Inter  (1.),0:2,CM,0,1,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,35,2021-05-08,Inter  (1.),Sampdoria  (9.),5:1,CM,0,1,0,0,0,0,61,0,29,SERIE A
Nicolo Barella,36,2021-05-12,Inter  (1.),AS Roma  (7.),3:1,CM,0,0,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,37,2021-05-15,Juventus  (5.),Inter  (1.),3:2,CM,0,1,1,0,0,0,0,0,90,SERIE A
Nicolo Barella,1,2021-08-21,Inter  (1.),Genoa  (20.),4:0,CM,0,1,0,0,0,0,0,77,77,SERIE A
Nicolo Barella,2,2021-08-27,Hellas Verona  (13.),Inter  (1.),1:3,CM,0,1,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,3,2021-09-12,Sampdoria  (13.),Inter  (2.),2:2,CM,0,1,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,4,2021-09-18,Inter  (4.),Bologna  (6.),6:1,CM,1,0,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,5,2021-09-21,Fiorentina  (5.),Inter  (2.),1:3,CM,0,1,0,0,0,0,0,70,70,SERIE A
Nicolo Barella,6,2021-09-25,Inter  (2.),Atalanta BC  (5.),2:2,CM,0,1,0,1,0,0,0,90,90,SERIE A
Nicolo Barella,7,2021-10-02,Sassuolo  (12.),Inter  (3.),1:2,CM,0,0,0,1,0,0,0,0,90,SERIE A
Nicolo Barella,8,2021-10-16,Lazio  (6.),Inter  (3.),3:1,CM,0,1,0,0,0,0,0,86,86,SERIE A
Nicolo Barella,9,2021-10-24,Inter  (3.),Juventus  (7.),1:1,CM,0,0,0,1,0,0,0,90,90,SERIE A
Nicolo Barella,10,2021-10-27,FC Empoli  (10.),Inter  (3.),0:2,CM,0,0,0,0,0,0,0,0,90,SERIE A
Nicolo Barella,11,2021-10-31,Inter  (3.),Udinese Calcio  (14.),2:0,CM,0,0,0,0,0,0,0,80,80,SERIE A
Nicolo Barella,12,2021-11-07,AC Milan  (2.),Inter  (3.),1:1,CM,0,0,0,0,0,0,0,68,68,SERIE A
Nicolo Barella,Round of 16,2021-01-13,Fiorentina,Inter,1:2  AET,CM,0,1,0,0,0,0,81,0,39,ITALY CUP
Nicolo Barella,Quarter-Finals,2021-01-26,Inter,AC Milan,2:1,CM,0,1,0,0,0,0,0,0,90,ITALY CUP
Nicolo Barella,Semi-Finals 1st Leg,2021-02-02,Inter,Juventus,1:2,CM,0,1,0,0,0,0,0,0,90,ITALY CUP
Nicolo Barella,Semi-Finals 2nd Leg,2021-02-09,Juventus,Inter,0:0,CM,0,0,0,0,0,0,0,0,90,ITALY CUP
Pedri,Group E,2021-06-14,Spain,Sweden,0:0,CM,0,0,0,0,0,0,0,0,90,EURO 2020
Pedri,Group E,2021-06-19,Spain,Poland,1:1,CM,0,0,0,0,0,0,0,0,90,EURO 2020
Pedri,Group E,2021-06-23,Slovakia,Spain,0:5,CM,0,0,0,0,0,0,0,0,90,EURO 2020
Pedri,Round of 16,2021-06-28,Croatia,Spain,3:5  AET,CM,0,0,1,0,0,0,0,0,120,EURO 2020
Pedri,Quarter-Finals,2021-07-02,Switzerland,Spain,2:4  on pens,AM,0,0,0,0,0,0,0,119,119,EURO 2020
Pedri,Semi-Finals,2021-07-06,Italy,Spain,5:3  on pens,CM,0,0,0,0,0,0,0,0,120,EURO 2020
Pedri,last 16 1st leg,2021-02-16,Barcelona,Paris SG,1:4,AM,0,0,0,0,0,0,0,78,78,UEFA CHAMPIONS LEAGUE
Pedri,last 16 2nd leg,2021-03-10,Paris SG,Barcelona,1:1,CM,0,1,0,0,0,0,0,78,78,UEFA CHAMPIONS LEAGUE
Pedri,Group E,2021-09-14,Barcelona,FC Bayern,0:3,CM,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Pedri,Group E,2021-09-29,Benfica,Barcelona,3:0,AM,0,0,0,0,0,0,0,68,68,UEFA CHAMPIONS LEAGUE
Pedri,Group B,2021-03-25,Spain  (25.),Greece  (27.),1:1,AM,0,0,0,0,0,0,64,0,26,WCQ
Pedri,Group B,2021-03-28,Georgia  (42.),Spain  (25.),1:2,AM,0,0,0,0,0,0,0,0,90,WCQ
Pedri,Group B,2021-03-31,Spain  (19.),Kosovo  (48.),3:1,CM,0,1,0,0,0,0,0,69,69,WCQ
Pedri,Group C,2021-07-22,Egypt,Spain,0:0,CM,0,0,0,0,0,0,0,0,90,OLYMPIC GAMES
Pedri,Group C,2021-07-25,Australia,Spain,0:1,CM,0,0,0,0,0,0,0,0,90,OLYMPIC GAMES
Pedri,Group C,2021-07-28,Spain,Argentina,1:1,CM,0,0,0,0,0,0,0,74,74,OLYMPIC GAMES
Pedri,Quarter-Finals,2021-07-31,Spain,Ivory Coast,5:2  AET,CM,0,0,0,0,0,0,0,102,102,OLYMPIC GAMES
Pedri,Semi-Finals,2021-08-03,Japan,Spain,0:1  AET,CM,0,0,0,0,0,0,0,83,83,OLYMPIC GAMES
Pedri,Final,2021-08-07,Brazil,Spain,2:1  AET,CM,0,0,0,0,0,0,0,0,120,OLYMPIC GAMES
Pedri,8,2021-06-04,Spain,Portugal,0:0,CM,0,0,0,0,0,0,62,0,28,INT FRIENDLY
Pedri,17,2021-01-03,SD Huesca  (20.),Barcelona  (5.),0:1,AM,0,0,0,0,0,0,0,0,90,LA LIGA
Pedri,2,2021-01-06,Athletic  (18.),Barcelona  (1.),2:3,CM,1,1,0,0,0,0,0,0,90,LA LIGA
Pedri,18,2021-01-09,Granada CF  (7.),Barcelona  (3.),0:4,CM,0,0,0,0,0,0,0,73,73,LA LIGA
Pedri,20,2021-01-24,Elche CF  (18.),Barcelona  (3.),0:2,CM,0,0,0,0,0,0,0,87,87,LA LIGA
Pedri,21,2021-01-31,Barcelona  (3.),Athletic  (11.),2:1,AM,0,0,0,0,0,0,0,0,90,LA LIGA
Pedri,22,2021-02-07,Real Betis  (7.),Barcelona  (3.),2:3,CM,0,0,0,0,0,0,46,0,45,LA LIGA
Pedri,23,2021-02-13,Barcelona  (3.),Alavés  (15.),5:1,CM,0,0,0,0,0,0,64,0,26,LA LIGA
Pedri,24,2021-02-21,Barcelona  (3.),Cádiz CF  (15.),1:1,AM,0,0,0,0,0,0,0,74,74,LA LIGA
Pedri,1,2021-02-24,Barcelona  (1.),Elche CF  (20.),3:0,AM,0,0,0,0,0,0,0,0,90,LA LIGA
Pedri,25,2021-02-27,Sevilla FC  (3.),Barcelona  (4.),0:2,AM,0,0,0,0,0,0,0,71,71,LA LIGA
Pedri,26,2021-03-06,CA Osasuna  (12.),Barcelona  (3.),0:2,AM,0,0,0,0,0,0,0,87,87,LA LIGA
Pedri,27,2021-03-15,Barcelona  (2.),SD Huesca  (20.),4:1,CM,0,1,0,0,0,0,0,85,85,LA LIGA
Pedri,28,2021-03-21,Real Sociedad  (5.),Barcelona  (2.),1:6,CM,0,0,0,0,0,0,0,68,68,LA LIGA
Pedri,29,2021-04-05,Barcelona  (2.),Real Valladolid  (16.),1:0,CM,0,0,0,0,0,0,0,77,77,LA LIGA
Pedri,30,2021-04-10,Real Madrid  (3.),Barcelona  (2.),2:1,AM,0,0,0,1,0,0,0,81,81,LA LIGA
Pedri,31,2021-04-22,Barcelona  (3.),Getafe  (15.),5:2,CM,0,0,0,0,0,0,0,0,90,LA LIGA
Pedri,32,2021-04-25,Villarreal  (7.),Barcelona  (3.),1:2,CM,0,0,0,0,0,0,0,64,64,LA LIGA
Pedri,33,2021-04-29,Barcelona  (1.),Granada CF  (8.),1:2,CM,0,0,0,0,0,0,72,0,18,LA LIGA
Pedri,34,2021-05-02,Valencia  (14.),Barcelona  (3.),2:3,CM,0,0,0,0,0,0,0,75,75,LA LIGA
Pedri,35,2021-05-08,Barcelona  (3.),Atlético Madrid  (1.),0:0,AM,0,0,0,0,0,0,0,75,75,LA LIGA
Pedri,36,2021-05-11,Levante  (14.),Barcelona  (3.),3:3,CM,1,0,0,0,0,0,0,74,74,LA LIGA
Pedri,37,2021-05-16,Barcelona  (3.),Celta de Vigo  (8.),1:2,AM,0,0,0,0,0,0,0,46,45,LA LIGA
Pedri,1,2021-08-15,Barcelona  (3.),Real Sociedad  (18.),4:2,CM,0,0,0,0,0,0,0,0,90,LA LIGA
Pedri,2,2021-08-21,Athletic  (11.),Barcelona  (3.),1:1,CM,0,0,0,0,0,0,0,62,62,LA LIGA
Pedri,Third Round,2021-01-21,UE Cornellà,Barcelona,0:2  AET,AM,0,2,0,0,0,0,74,0,46,COPA DEL REY
Pedri,Round of 16,2021-01-27,Rayo Vallecano,Barcelona,1:2,,0,0,0,0,0,0,68,0,22,COPA DEL REY
Pedri,Quarter-Finals,2021-02-03,Granada CF,Barcelona,3:5  AET,AM,0,0,0,0,0,0,0,105,105,COPA DEL REY
Pedri,Semi-Finals 1st Leg,2021-02-10,Sevilla FC,Barcelona,2:0,CM,0,0,0,0,0,0,0,85,85,COPA DEL REY
Pedri,Semi-Finals 2nd Leg,2021-03-03,Barcelona,Sevilla FC,3:0  AET,AM,0,0,0,0,0,0,0,89,89,COPA DEL REY
Pedri,Final,2021-04-17,Athletic,Barcelona,0:4,CM,0,0,0,0,0,0,0,81,81,COPA DEL REY
Pedri,Semi-Finals,2021-01-13,Real Sociedad,Barcelona,3:4  on pens,AM,0,0,0,0,0,0,0,91,91,SUPERCOPA
Pedri,Final,2021-01-17,Barcelona,Athletic,2:3  AET,CM,0,0,0,0,0,0,0,88,88,SUPERCOPA
Pedri,15,2021-07-17,Japan U23,Spain U23,1:1,CM,0,0,0,0,0,0,67,0,23,INT FRIENDLY
Gerard Moreno,Group E,2021-06-14,Spain,Sweden,0:0,CF,0,0,0,0,0,0,74,0,16,EURO 2020
Gerard Moreno,Group E,2021-06-19,Spain,Poland,1:1,RW,0,1,0,0,0,0,0,68,68,EURO 2020
Gerard Moreno,Group E,2021-06-23,Slovakia,Spain,0:5,LW,0,1,0,0,0,0,0,77,77,EURO 2020
Gerard Moreno,Quarter-Finals,2021-07-02,Switzerland,Spain,2:4  on pens,CF,0,0,0,0,0,0,54,0,66,EURO 2020
Gerard Moreno,Semi-Finals,2021-07-06,Italy,Spain,5:3  on pens,RW,0,0,0,0,0,0,70,0,50,EURO 2020
Gerard Moreno,Group B,2021-03-31,Spain  (19.),Kosovo  (48.),3:1,CF,1,0,0,0,0,0,69,0,21,WCQ
Gerard Moreno,Group B,2021-09-02,Sweden  (14.),Spain  (9.),2:1,LW,0,0,0,0,0,0,0,64,64,WCQ
Gerard Moreno,intermediate stage 1st leg,2021-02-18,RB Salzburg  (47.),Villarreal  (3.),0:2,CF,0,1,0,0,0,0,0,84,84,EUROPA LEAGUE
Gerard Moreno,intermediate stage 2nd leg,2021-02-25,Villarreal  (2.),RB Salzburg  (53.),2:1,CF,2,0,0,0,0,0,0,90,90,EUROPA LEAGUE
Gerard Moreno,last 16 1st leg,2021-03-11,Dynamo Kyiv  (40.),Villarreal  (2.),0:2,LW,0,2,0,0,0,0,0,90,90,EUROPA LEAGUE
Gerard Moreno,last 16 2nd leg,2021-03-18,Villarreal  (2.),Dynamo Kyiv  (40.),2:0,CF,2,0,0,0,0,0,0,79,79,EUROPA LEAGUE
Gerard Moreno,Quarter-Finals 1st leg,2021-04-08,Dinamo Zagreb  (4.),Villarreal  (1.),0:1,CF,1,0,0,1,0,0,0,0,90,EUROPA LEAGUE
Gerard Moreno,Quarter-Finals 2nd leg,2021-04-15,Villarreal  (1.),Dinamo Zagreb  (4.),2:1,CF,1,0,0,0,0,0,0,0,90,EUROPA LEAGUE
Gerard Moreno,Semi-Finals 1st Leg,2021-04-29,Villarreal  (1.),Arsenal  (2.),2:1,CF,0,1,0,0,0,0,0,0,90,EUROPA LEAGUE
Gerard Moreno,Semi-Finals 2nd Leg,2021-05-06,Arsenal  (2.),Villarreal  (1.),0:0,CF,0,0,0,0,0,0,0,0,90,EUROPA LEAGUE
Gerard Moreno,Final,2021-05-26,Villarreal  (1.),Man Utd  (9.),12:11  on pens,CF,1,0,0,0,0,0,0,0,120,EUROPA LEAGUE
Gerard Moreno,8,2021-06-04,Spain,Portugal,0:0,RW,0,0,0,0,0,0,75,0,15,INT FRIENDLY
Gerard Moreno,17,2021-01-02,Villarreal  (7.),Levante  (9.),2:1,RW,1,0,0,0,0,0,0,0,90,LA LIGA
Gerard Moreno,18,2021-01-08,Celta de Vigo  (8.),Villarreal  (6.),0:4,RW,1,1,0,0,0,0,0,0,90,LA LIGA
Gerard Moreno,22,2021-02-06,Elche CF  (19.),Villarreal  (5.),2:2,RW,2,0,0,0,0,0,0,50,50,LA LIGA
Gerard Moreno,23,2021-02-14,Villarreal  (5.),Real Betis  (8.),1:2,RW,1,0,0,0,0,0,0,0,90,LA LIGA
Gerard Moreno,24,2021-02-21,Athletic  (10.),Villarreal  (6.),1:1,CF,1,0,0,0,0,0,0,0,90,LA LIGA
Gerard Moreno,25,2021-02-28,Villarreal  (6.),Atlético Madrid  (1.),0:2,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Gerard Moreno,26,2021-03-05,Valencia  (14.),Villarreal  (7.),2:1,CF,1,0,0,0,0,0,0,0,90,LA LIGA
Gerard Moreno,27,2021-03-14,SD Eibar  (19.),Villarreal  (7.),1:3,CF,0,2,0,0,0,0,0,0,90,LA LIGA
Gerard Moreno,28,2021-03-21,Villarreal  (7.),Cádiz CF  (14.),2:1,CF,1,1,0,0,0,0,0,90,90,LA LIGA
Gerard Moreno,29,2021-04-03,Granada CF  (8.),Villarreal  (7.),0:3,CF,3,0,0,0,0,0,0,63,63,LA LIGA
Gerard Moreno,30,2021-04-11,Villarreal  (7.),CA Osasuna  (14.),1:2,,0,0,0,0,0,0,46,0,45,LA LIGA
Gerard Moreno,33,2021-04-18,Levante  (11.),Villarreal  (7.),1:5,CF,1,0,0,0,0,0,0,73,73,LA LIGA
Gerard Moreno,31,2021-04-21,Alavés  (19.),Villarreal  (7.),2:1,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Gerard Moreno,32,2021-04-25,Villarreal  (7.),Barcelona  (3.),1:2,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Gerard Moreno,34,2021-05-02,Villarreal  (7.),Getafe  (15.),1:0,,0,0,0,0,0,0,62,0,28,LA LIGA
Gerard Moreno,35,2021-05-09,Villarreal  (6.),Celta de Vigo  (10.),2:4,,1,0,0,0,0,0,54,0,36,LA LIGA
Gerard Moreno,36,2021-05-13,Real Valladolid  (17.),Villarreal  (7.),0:2,CF,1,0,0,0,0,0,0,0,90,LA LIGA
Gerard Moreno,37,2021-05-16,Villarreal  (7.),Sevilla FC  (4.),4:0,CF,1,1,0,0,0,0,0,81,81,LA LIGA
Gerard Moreno,38,2021-05-22,Real Madrid  (2.),Villarreal  (7.),2:1,CF,0,1,0,0,0,0,0,81,81,LA LIGA
Gerard Moreno,1,2021-08-16,Villarreal  (10.),Granada CF  (12.),0:0,CF,0,0,0,1,0,0,0,0,90,LA LIGA
Gerard Moreno,2,2021-08-21,Espanyol  (13.),Villarreal  (10.),0:0,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Gerard Moreno,3,2021-08-29,Atlético Madrid  (2.),Villarreal  (11.),2:2,CF,0,0,0,1,0,0,0,0,90,LA LIGA
Gerard Moreno,9,2021-10-17,Villarreal  (11.),CA Osasuna  (5.),1:2,CF,1,0,0,0,0,0,0,0,90,LA LIGA
Gerard Moreno,10,2021-10-23,Athletic  (9.),Villarreal  (12.),2:1,CF,0,0,0,0,0,0,0,21,21,LA LIGA
Gerard Moreno,Group F,2021-09-14,Villarreal,Atalanta BC,2:2,CF,0,0,0,1,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Gerard Moreno,Group F,2021-10-20,BSC Young Boys,Villarreal,1:4,CF,1,1,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Gerard Moreno,Third Round,2021-01-17,CD Tenerife,Villarreal,0:1,,0,0,0,0,0,0,61,0,29,COPA DEL REY
Gerard Moreno,Final,2021-08-11,Chelsea,Villarreal,7:6  on pens,CF,1,0,0,0,0,0,0,0,120,UEFA SUPER CUP
Luis Suarez,last 16 1st leg,2021-02-23,Atlético Madrid,Chelsea,0:1,CF,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Luis Suarez,last 16 2nd leg,2021-03-17,Chelsea,Atlético Madrid,2:0,CF,0,0,0,0,0,0,0,59,59,UEFA CHAMPIONS LEAGUE
Luis Suarez,Group B,2021-09-15,Atlético Madrid,FC Porto,0:0,CF,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Luis Suarez,Group B,2021-09-28,AC Milan,Atlético Madrid,1:2,CF,1,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Luis Suarez,Group B,2021-10-19,Atlético Madrid,Liverpool,2:3,CF,0,0,0,1,0,0,80,0,10,UEFA CHAMPIONS LEAGUE
Luis Suarez,Group B,2021-11-03,Liverpool,Atlético Madrid,2:0,CF,0,0,0,1,0,0,0,59,59,UEFA CHAMPIONS LEAGUE
Luis Suarez,Group A,2021-06-04,Uruguay  (5.),Paraguay  (4.),0:0,CF,0,0,0,0,0,0,0,0,90,WCQ
Luis Suarez,Group A,2021-06-09,Venezuela  (9.),Uruguay  (5.),0:0,CF,0,0,0,0,0,0,0,0,90,WCQ
Luis Suarez,Group A,2021-10-08,Uruguay,Colombia,0:0,CF,0,0,0,0,0,0,0,46,45,WCQ
Luis Suarez,Group A,2021-10-11,Argentina  (2.),Uruguay  (5.),3:0,CF,0,0,0,0,0,0,0,0,90,WCQ
Luis Suarez,Group A,2021-10-15,Brazil,Uruguay,4:1,CF,1,0,0,0,0,0,0,0,90,WCQ
Luis Suarez,17,2021-01-03,Alavés  (12.),Atlético Madrid  (1.),1:2,CF,1,1,0,1,0,0,0,0,90,LA LIGA
Luis Suarez,1,2021-01-12,Atlético Madrid  (4.),Sevilla FC  (16.),2:0,CF,0,0,0,0,0,0,0,82,82,LA LIGA
Luis Suarez,19,2021-01-21,SD Eibar  (15.),Atlético Madrid  (1.),1:2,CF,2,0,0,0,0,0,0,90,90,LA LIGA
Luis Suarez,20,2021-01-24,Atlético Madrid  (1.),Valencia  (14.),3:1,CF,1,0,0,0,0,0,0,0,90,LA LIGA
Luis Suarez,21,2021-01-31,Cádiz CF  (10.),Atlético Madrid  (1.),2:4,CF,2,0,0,0,0,0,0,84,84,LA LIGA
Luis Suarez,22,2021-02-08,Atlético Madrid  (1.),Celta de Vigo  (10.),2:2,CF,2,0,0,0,0,0,0,0,90,LA LIGA
Luis Suarez,23,2021-02-13,Granada CF  (7.),Atlético Madrid  (1.),1:2,CF,0,0,0,1,0,0,0,0,90,LA LIGA
