name,matchday,date,home_team,away_team,result,played_position,goals,assists,own_goals,yellow,yellow_x2,red,sub_on,sub_off,minutes,competition
Cristiano Ronaldo,Semi-Finals 1st Leg,2021-02-02,Inter,Juventus,1:2,CF,2,0,0,1,0,0,0,76,76,ITALY CUP
Cristiano Ronaldo,Semi-Finals 2nd Leg,2021-02-09,Juventus,Inter,0:0,CF,0,0,0,0,0,0,0,0,90,ITALY CUP
Cristiano Ronaldo,Final,2021-05-19,Atalanta BC,Juventus,1:2,CF,0,0,0,0,0,0,0,0,90,ITALY CUP
Bruno Fernandes,Group F,2021-06-15,Hungary,Portugal,0:3,AM,0,0,0,0,0,0,0,89,89,EURO 2020
Bruno Fernandes,Group F,2021-06-19,Portugal,Germany,2:4,AM,0,0,0,0,0,0,0,64,64,EURO 2020
Bruno Fernandes,Group F,2021-06-23,Portugal,France,2:2,RW,0,0,0,0,0,0,72,0,18,EURO 2020
Bruno Fernandes,Round of 16,2021-06-27,Belgium,Portugal,1:0,AM,0,0,0,0,0,0,56,0,34,EURO 2020
Bruno Fernandes,Group F,2021-09-14,BSC Young Boys,Man Utd,2:1,AM,0,1,0,0,0,0,0,72,72,UEFA CHAMPIONS LEAGUE
Bruno Fernandes,Group F,2021-09-29,Man Utd,Villarreal,2:1,AM,0,1,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Bruno Fernandes,Group F,2021-10-20,Man Utd,Atalanta BC,3:2,AM,0,2,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Bruno Fernandes,Group F,2021-11-02,Atalanta BC,Man Utd,2:2,SS,0,1,0,0,0,0,0,87,87,UEFA CHAMPIONS LEAGUE
Bruno Fernandes,Group A,2021-03-24,Portugal  (14.),Azerbaijan  (44.),1:0,AM,0,0,0,1,0,0,46,0,45,WCQ
Bruno Fernandes,Group A,2021-03-27,Serbia  (11.),Portugal  (14.),2:2,AM,0,0,0,1,0,0,0,90,90,WCQ
Bruno Fernandes,Group A,2021-09-01,Portugal  (8.),Ireland  (47.),2:1,AM,0,0,0,0,0,0,0,62,62,WCQ
Bruno Fernandes,Group A,2021-09-07,Azerbaijan,Portugal,0:3,AM,0,1,0,0,0,0,0,0,90,WCQ
Bruno Fernandes,Group A,2021-10-12,Portugal,Luxembourg,5:0,AM,1,1,0,0,0,0,0,80,80,WCQ
Bruno Fernandes,intermediate stage 1st leg,2021-02-18,Real Sociedad  (25.),Man Utd  (51.),0:4,AM,2,0,0,0,0,0,0,83,83,EUROPA LEAGUE
Bruno Fernandes,intermediate stage 2nd leg,2021-02-25,Man Utd  (41.),Real Sociedad  (25.),0:0,AM,0,0,0,0,0,0,0,46,45,EUROPA LEAGUE
Bruno Fernandes,last 16 1st leg,2021-03-11,Man Utd  (39.),AC Milan  (11.),1:1,AM,0,1,0,0,0,0,0,74,74,EUROPA LEAGUE
Bruno Fernandes,last 16 2nd leg,2021-03-18,AC Milan  (10.),Man Utd  (36.),0:1,AM,0,0,0,0,0,0,0,0,90,EUROPA LEAGUE
Bruno Fernandes,Quarter-Finals 1st leg,2021-04-08,Granada CF  (9.),Man Utd  (27.),0:2,AM,1,0,0,0,0,0,0,0,90,EUROPA LEAGUE
Bruno Fernandes,Quarter-Finals 2nd leg,2021-04-15,Man Utd  (22.),Granada CF  (9.),2:0,AM,0,0,0,0,0,0,0,73,73,EUROPA LEAGUE
Bruno Fernandes,Semi-Finals 1st Leg,2021-04-29,Man Utd  (15.),AS Roma  (3.),6:2,AM,2,2,0,0,0,0,0,89,89,EUROPA LEAGUE
Bruno Fernandes,Semi-Finals 2nd Leg,2021-05-06,AS Roma  (3.),Man Utd  (9.),3:2,AM,0,1,0,0,0,0,0,84,84,EUROPA LEAGUE
Bruno Fernandes,Final,2021-05-26,Villarreal  (1.),Man Utd  (9.),12:11  on pens,AM,0,0,0,0,0,0,0,0,120,EUROPA LEAGUE
Bruno Fernandes,8,2021-06-04,Spain,Portugal,0:0,AM,0,0,0,0,0,0,59,0,31,INT FRIENDLY
Bruno Fernandes,9,2021-06-09,Portugal,Israel,4:0,AM,2,1,0,0,0,0,0,0,90,INT FRIENDLY
Bruno Fernandes,7,2021-09-04,Qatar,Portugal,1:3,CM,1,0,0,0,0,0,59,0,31,INT FRIENDLY
Bruno Fernandes,5,2021-10-09,Portugal,Qatar,3:0,CM,0,0,0,0,0,0,71,0,19,INT FRIENDLY
Bruno Fernandes,17,2021-01-01,Man Utd  (2.),Aston Villa  (4.),2:1,AM,1,0,0,0,0,0,0,87,87,PREMIER LEAGUE
Bruno Fernandes,1,2021-01-12,Burnley  (12.),Man Utd  (10.),0:1,AM,0,0,0,1,0,0,0,89,89,PREMIER LEAGUE
Bruno Fernandes,19,2021-01-17,Liverpool  (5.),Man Utd  (1.),0:0,AM,0,0,0,0,0,0,0,89,89,PREMIER LEAGUE
Bruno Fernandes,18,2021-01-20,Fulham  (18.),Man Utd  (1.),1:2,AM,0,1,0,0,0,0,0,90,90,PREMIER LEAGUE
Bruno Fernandes,20,2021-01-27,Man Utd  (2.),Sheff Utd  (20.),1:2,AM,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,21,2021-01-30,Arsenal  (10.),Man Utd  (2.),0:0,AM,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,22,2021-02-02,Man Utd  (2.),Southampton  (12.),9:0,AM,1,2,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,23,2021-02-06,Man Utd  (2.),Everton  (6.),3:3,AM,1,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,24,2021-02-14,West Brom  (19.),Man Utd  (2.),1:1,AM,1,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,25,2021-02-21,Man Utd  (2.),Newcastle  (17.),3:1,AM,1,0,0,1,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,26,2021-02-28,Chelsea  (5.),Man Utd  (2.),0:0,AM,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,29,2021-03-03,Crystal Palace  (12.),Man Utd  (2.),0:0,AM,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,27,2021-03-07,Man City  (1.),Man Utd  (2.),0:2,AM,1,0,0,0,0,0,0,90,90,PREMIER LEAGUE
Bruno Fernandes,28,2021-03-14,Man Utd  (2.),West Ham  (4.),1:0,AM,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,30,2021-04-04,Man Utd  (2.),Brighton  (16.),2:1,AM,0,1,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,31,2021-04-11,Spurs  (6.),Man Utd  (2.),1:3,AM,0,0,0,0,0,0,0,90,90,PREMIER LEAGUE
Bruno Fernandes,32,2021-04-18,Man Utd  (2.),Burnley  (16.),3:1,AM,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,33,2021-04-25,Leeds  (10.),Man Utd  (2.),0:0,AM,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,35,2021-05-09,Aston Villa  (9.),Man Utd  (2.),1:3,AM,1,0,0,0,0,0,0,86,86,PREMIER LEAGUE
Bruno Fernandes,36,2021-05-11,Man Utd  (2.),Leicester  (4.),1:2,AM,0,0,0,0,0,0,78,0,12,PREMIER LEAGUE
Bruno Fernandes,34,2021-05-13,Man Utd  (2.),Liverpool  (6.),2:4,AM,1,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,37,2021-05-18,Man Utd  (2.),Fulham  (18.),1:1,AM,0,0,0,1,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,1,2021-08-14,Man Utd  (1.),Leeds  (20.),5:1,AM,3,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,2,2021-08-22,Southampton  (16.),Man Utd  (1.),1:1,AM,0,0,0,1,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,3,2021-08-29,Wolves  (16.),Man Utd  (6.),0:1,AM,0,0,0,1,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,4,2021-09-11,Man Utd  (3.),Newcastle  (17.),4:1,AM,1,0,0,0,0,0,0,84,84,PREMIER LEAGUE
Bruno Fernandes,5,2021-09-19,West Ham  (8.),Man Utd  (1.),1:2,AM,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,6,2021-09-25,Man Utd  (3.),Aston Villa  (10.),0:1,AM,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,7,2021-10-02,Man Utd  (4.),Everton  (5.),1:1,AM,0,1,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,8,2021-10-16,Leicester  (13.),Man Utd  (4.),4:2,AM,0,1,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,9,2021-10-24,Man Utd  (6.),Liverpool  (2.),0:5,AM,0,0,0,1,0,0,0,62,62,PREMIER LEAGUE
Bruno Fernandes,10,2021-10-30,Spurs  (6.),Man Utd  (7.),0:3,CM,0,1,0,0,0,0,0,76,76,PREMIER LEAGUE
Bruno Fernandes,11,2021-11-06,Man Utd  (5.),Man City  (3.),0:2,CM,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Bruno Fernandes,Semi-Finals,2021-01-06,Man Utd,Man City,0:2,AM,0,0,0,0,0,0,0,0,90,EFL
Bruno Fernandes,Third Round,2021-09-22,Man Utd,West Ham,0:1,AM,0,0,0,0,0,0,72,0,18,EFL
Bruno Fernandes,Fourth Round,2021-01-24,Man Utd,Liverpool,3:2,AM,1,0,0,0,0,0,66,0,24,FA CUP
Bruno Fernandes,Fifth Round,2021-02-09,Man Utd,West Ham,1:0  AET,AM,0,0,0,0,0,0,73,0,47,FA CUP
Bruno Fernandes,Quarter-Finals,2021-03-21,Leicester,Man Utd,3:1,AM,0,0,0,0,0,0,64,0,26,FA CUP
Luka Modric,Group D,2021-06-13,England,Croatia,1:0,CM,0,0,0,0,0,0,0,0,90,EURO 2020
Luka Modric,Group D,2021-06-18,Croatia,Czechia,1:1,DM,0,0,0,0,0,0,0,0,90,EURO 2020
Luka Modric,Group D,2021-06-22,Croatia,Scotland,3:1,CM,1,1,0,0,0,0,0,0,90,EURO 2020
Luka Modric,Round of 16,2021-06-28,Croatia,Spain,3:5  AET,CM,0,0,0,0,0,0,0,114,114,EURO 2020
Luka Modric,last 16 1st leg,2021-02-24,Atalanta BC,Real Madrid,0:1,CM,0,1,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Luka Modric,last 16 2nd leg,2021-03-16,Real Madrid,Atalanta BC,3:1,AM,0,1,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Luka Modric,Quarter-Finals 1st leg,2021-04-06,Real Madrid,Liverpool,3:1,CM,0,1,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Luka Modric,Quarter-Finals 2nd leg,2021-04-14,Liverpool,Real Madrid,0:0,CM,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Luka Modric,Semi-Finals 1st Leg,2021-04-27,Real Madrid,Chelsea,1:1,CM,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Luka Modric,Semi-Finals 2nd Leg,2021-05-05,Chelsea,Real Madrid,2:0,CM,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Luka Modric,Group D,2021-09-15,Inter,Real Madrid,0:1,CM,0,0,0,0,0,0,0,80,80,UEFA CHAMPIONS LEAGUE
Luka Modric,Group D,2021-09-28,Real Madrid,FC Sheriff,1:2,CM,0,0,0,0,0,0,66,0,24,UEFA CHAMPIONS LEAGUE
Luka Modric,Group D,2021-10-19,Shakhtar D.,Real Madrid,0:5,CM,0,1,0,0,0,0,0,78,78,UEFA CHAMPIONS LEAGUE
Luka Modric,Group D,2021-11-03,Real Madrid,Shakhtar D.,2:1,CM,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Luka Modric,Group H,2021-03-24,Slovenia  (17.),Croatia  (41.),1:0,AM,0,0,0,0,0,0,0,0,90,WCQ
Luka Modric,Group H,2021-03-27,Croatia  (41.),Cyprus  (32.),1:0,CM,0,0,0,0,0,0,0,0,90,WCQ
Luka Modric,Group H,2021-03-30,Croatia  (27.),Malta  (36.),3:0,CM,1,0,0,0,0,0,54,0,36,WCQ
Luka Modric,Group H,2021-10-08,Cyprus,Croatia,0:3,CM,0,1,0,0,0,0,0,84,84,WCQ
Luka Modric,Group H,2021-10-11,Croatia,Slovakia,2:2,CM,1,0,0,0,0,0,0,0,90,WCQ
Luka Modric,41,2021-06-01,Croatia,Armenia,1:1,CM,0,1,0,0,0,0,0,46,45,INT FRIENDLY
Luka Modric,15,2021-06-06,Belgium,Croatia,1:0,CM,0,0,0,0,0,0,0,61,61,INT FRIENDLY
Luka Modric,17,2021-01-02,Real Madrid  (2.),Celta de Vigo  (8.),2:0,CM,0,0,0,0,0,0,0,85,85,LA LIGA
Luka Modric,18,2021-01-09,CA Osasuna  (19.),Real Madrid  (2.),0:0,CM,0,0,0,0,0,0,0,75,75,LA LIGA
Luka Modric,20,2021-01-23,Alavés  (17.),Real Madrid  (2.),1:4,CM,0,1,0,0,0,0,0,77,77,LA LIGA
Luka Modric,21,2021-01-30,Real Madrid  (2.),Levante  (12.),1:2,CM,0,0,0,0,0,0,0,0,90,LA LIGA
Luka Modric,22,2021-02-06,SD Huesca  (20.),Real Madrid  (2.),1:2,CM,0,0,0,0,0,0,0,0,90,LA LIGA
Luka Modric,1,2021-02-09,Real Madrid  (3.),Getafe  (17.),2:0,DM,0,0,0,0,0,0,0,0,90,LA LIGA
Luka Modric,23,2021-02-14,Real Madrid  (2.),Valencia  (13.),2:0,CM,0,0,0,0,0,0,0,79,79,LA LIGA
Luka Modric,24,2021-02-20,Real Valladolid  (18.),Real Madrid  (2.),0:1,CM,0,0,0,0,0,0,0,0,90,LA LIGA
Luka Modric,25,2021-03-01,Real Madrid  (2.),Real Sociedad  (5.),1:1,CM,0,0,0,0,0,0,0,76,76,LA LIGA
Luka Modric,26,2021-03-07,Atlético Madrid  (1.),Real Madrid  (2.),1:1,CM,0,0,0,0,0,0,0,0,90,LA LIGA
Luka Modric,27,2021-03-13,Real Madrid  (3.),Elche CF  (17.),2:1,CM,0,1,0,0,0,0,62,0,28,LA LIGA
Luka Modric,28,2021-03-20,Celta de Vigo  (10.),Real Madrid  (3.),1:3,AM,0,0,0,1,0,0,0,0,90,LA LIGA
Luka Modric,29,2021-04-03,Real Madrid  (3.),SD Eibar  (19.),2:0,CM,0,0,0,0,0,0,0,61,61,LA LIGA
Luka Modric,30,2021-04-10,Real Madrid  (3.),Barcelona  (2.),2:1,CM,0,0,0,0,0,0,0,0,90,LA LIGA
Luka Modric,33,2021-04-18,Getafe  (15.),Real Madrid  (2.),0:0,DM,0,0,0,0,0,0,0,0,90,LA LIGA
Luka Modric,32,2021-04-24,Real Madrid  (2.),Real Betis  (6.),0:0,CM,0,0,0,0,0,0,0,77,77,LA LIGA
Luka Modric,35,2021-05-09,Real Madrid  (2.),Sevilla FC  (4.),2:2,CM,0,0,0,0,0,0,0,66,66,LA LIGA
Luka Modric,36,2021-05-13,Granada CF  (10.),Real Madrid  (2.),1:4,CM,1,0,0,1,0,0,0,0,90,LA LIGA
Luka Modric,37,2021-05-16,Athletic  (9.),Real Madrid  (2.),0:1,CM,0,0,0,0,0,0,0,0,90,LA LIGA
Luka Modric,38,2021-05-22,Real Madrid  (2.),Villarreal  (7.),2:1,CM,1,0,0,0,0,0,0,0,90,LA LIGA
Luka Modric,1,2021-08-14,Alavés  (19.),Real Madrid  (1.),1:4,CM,0,1,0,0,0,0,0,88,88,LA LIGA
Luka Modric,4,2021-09-12,Real Madrid  (1.),Celta de Vigo  (18.),5:2,CM,0,0,0,0,0,0,0,79,79,LA LIGA
Luka Modric,5,2021-09-19,Valencia  (2.),Real Madrid  (1.),1:2,CM,0,0,0,0,0,0,0,67,67,LA LIGA
Luka Modric,7,2021-09-25,Real Madrid  (1.),Villarreal  (12.),0:0,CM,0,0,0,0,0,0,0,73,73,LA LIGA
Luka Modric,8,2021-10-03,Espanyol  (14.),Real Madrid  (1.),2:1,AM,0,0,0,0,0,0,0,61,61,LA LIGA
Luka Modric,10,2021-10-24,Barcelona  (7.),Real Madrid  (2.),1:2,CM,0,0,0,0,0,0,0,0,90,LA LIGA
Luka Modric,12,2021-10-30,Elche CF  (14.),Real Madrid  (3.),1:2,CM,0,1,0,0,0,0,0,84,84,LA LIGA
Luka Modric,Semi-Finals,2021-01-14,Real Madrid,Athletic,1:2,CM,0,0,0,0,0,0,0,67,67,SUPERCOPA
Karim Benzema,Group F,2021-06-15,France,Germany,1:0,CF,0,0,0,0,0,0,0,89,89,EURO 2020
Karim Benzema,Group F,2021-06-19,Hungary,France,1:1,CF,0,0,0,0,0,0,0,76,76,EURO 2020
Karim Benzema,Group F,2021-06-23,Portugal,France,2:2,CF,2,0,0,0,0,0,0,0,90,EURO 2020
Karim Benzema,Round of 16,2021-06-28,France,Switzerland,7:8  on pens,CF,2,0,0,0,0,0,0,94,94,EURO 2020
Karim Benzema,last 16 2nd leg,2021-03-16,Real Madrid,Atalanta BC,3:1,CF,1,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Karim Benzema,Quarter-Finals 1st leg,2021-04-06,Real Madrid,Liverpool,3:1,CF,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Karim Benzema,Quarter-Finals 2nd leg,2021-04-14,Liverpool,Real Madrid,0:0,CF,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Karim Benzema,Semi-Finals 1st Leg,2021-04-27,Real Madrid,Chelsea,1:1,CF,1,0,0,0,0,0,0,90,90,UEFA CHAMPIONS LEAGUE
Karim Benzema,Semi-Finals 2nd Leg,2021-05-05,Chelsea,Real Madrid,2:0,CF,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Karim Benzema,Group D,2021-09-15,Inter,Real Madrid,0:1,CF,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Karim Benzema,Group D,2021-09-28,Real Madrid,FC Sheriff,1:2,CF,1,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Karim Benzema,Group D,2021-10-19,Shakhtar D.,Real Madrid,0:5,CF,1,1,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Karim Benzema,Group D,2021-11-03,Real Madrid,Shakhtar D.,2:1,CF,2,0,0,0,0,0,0,79,79,UEFA CHAMPIONS LEAGUE
Karim Benzema,Group D,2021-09-01,France  (10.),Bosnia  (38.),1:1,CF,0,0,0,0,0,0,0,76,76,WCQ
Karim Benzema,Group D,2021-09-04,Ukraine,France,1:1,CF,0,0,0,0,0,0,64,0,26,WCQ
Karim Benzema,Group D,2021-09-07,France,Finland,2:0,CF,0,1,0,0,0,0,0,0,90,WCQ
Karim Benzema,52,2021-06-02,France,Wales,3:0,CF,0,1,0,0,0,0,0,0,90,INT FRIENDLY
Karim Benzema,9,2021-06-08,France,Bulgaria,3:0,CF,0,0,0,0,0,0,0,39,39,INT FRIENDLY
Karim Benzema,17,2021-01-02,Real Madrid  (2.),Celta de Vigo  (8.),2:0,CF,0,0,0,0,0,0,0,90,90,LA LIGA
Karim Benzema,18,2021-01-09,CA Osasuna  (19.),Real Madrid  (2.),0:0,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,20,2021-01-23,Alavés  (17.),Real Madrid  (2.),1:4,CF,2,0,0,1,0,0,0,0,90,LA LIGA
Karim Benzema,21,2021-01-30,Real Madrid  (2.),Levante  (12.),1:2,CF,0,0,0,0,0,0,0,82,82,LA LIGA
Karim Benzema,22,2021-02-06,SD Huesca  (20.),Real Madrid  (2.),1:2,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,1,2021-02-09,Real Madrid  (3.),Getafe  (17.),2:0,CF,1,0,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,23,2021-02-14,Real Madrid  (2.),Valencia  (13.),2:0,CF,1,0,0,0,0,0,0,79,79,LA LIGA
Karim Benzema,26,2021-03-07,Atlético Madrid  (1.),Real Madrid  (2.),1:1,CF,1,0,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,27,2021-03-13,Real Madrid  (3.),Elche CF  (17.),2:1,CF,2,0,0,1,0,0,0,0,90,LA LIGA
Karim Benzema,28,2021-03-20,Celta de Vigo  (10.),Real Madrid  (3.),1:3,CF,2,1,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,29,2021-04-03,Real Madrid  (3.),SD Eibar  (19.),2:0,CF,1,0,0,0,0,0,0,80,80,LA LIGA
Karim Benzema,30,2021-04-10,Real Madrid  (3.),Barcelona  (2.),2:1,CF,1,0,0,0,0,0,0,72,72,LA LIGA
Karim Benzema,33,2021-04-18,Getafe  (15.),Real Madrid  (2.),0:0,CF,0,0,0,0,0,0,65,0,25,LA LIGA
Karim Benzema,31,2021-04-21,Cádiz CF  (12.),Real Madrid  (2.),0:3,CF,2,1,0,0,0,0,0,74,74,LA LIGA
Karim Benzema,32,2021-04-24,Real Madrid  (2.),Real Betis  (6.),0:0,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,34,2021-05-01,Real Madrid  (2.),CA Osasuna  (11.),2:0,CF,0,1,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,35,2021-05-09,Real Madrid  (2.),Sevilla FC  (4.),2:2,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,36,2021-05-13,Granada CF  (10.),Real Madrid  (2.),1:4,CF,1,0,0,0,0,0,0,77,77,LA LIGA
Karim Benzema,37,2021-05-16,Athletic  (9.),Real Madrid  (2.),0:1,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,38,2021-05-22,Real Madrid  (2.),Villarreal  (7.),2:1,CF,1,1,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,1,2021-08-14,Alavés  (19.),Real Madrid  (1.),1:4,CF,2,0,0,0,0,0,0,89,89,LA LIGA
Karim Benzema,2,2021-08-22,Levante  (8.),Real Madrid  (1.),3:3,CF,0,2,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,3,2021-08-28,Real Betis  (13.),Real Madrid  (3.),0:1,CF,0,1,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,4,2021-09-12,Real Madrid  (1.),Celta de Vigo  (18.),5:2,CF,3,1,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,5,2021-09-19,Valencia  (2.),Real Madrid  (1.),1:2,CF,1,1,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,6,2021-09-22,Real Madrid  (1.),RCD Mallorca  (9.),6:1,CF,2,2,0,0,0,0,0,80,80,LA LIGA
Karim Benzema,7,2021-09-25,Real Madrid  (1.),Villarreal  (12.),0:0,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,8,2021-10-03,Espanyol  (14.),Real Madrid  (1.),2:1,CF,1,0,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,10,2021-10-24,Barcelona  (7.),Real Madrid  (2.),1:2,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,11,2021-10-27,Real Madrid  (2.),CA Osasuna  (6.),0:0,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Karim Benzema,13,2021-11-06,Real Madrid  (2.),Rayo Vallecano  (6.),2:1,CF,1,0,0,0,0,0,0,83,83,LA LIGA
Karim Benzema,Third Round,2021-01-20,CD Alcoyano,Real Madrid,2:1  AET,CF,0,0,0,0,0,0,67,0,53,COPA DEL REY
Karim Benzema,Semi-Finals,2021-01-14,Real Madrid,Athletic,1:2,CF,1,0,0,0,0,0,0,88,88,SUPERCOPA
Lautaro Martinez,Group D,2021-09-15,Inter,Real Madrid,0:1,CF,0,0,0,1,0,0,0,65,65,UEFA CHAMPIONS LEAGUE
Lautaro Martinez,Group D,2021-09-28,Shakhtar D.,Inter,0:0,CF,0,0,0,0,0,0,0,72,72,UEFA CHAMPIONS LEAGUE
Lautaro Martinez,Group D,2021-10-19,Inter,FC Sheriff,3:1,CF,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Lautaro Martinez,Group D,2021-11-03,FC Sheriff,Inter,1:3,CF,0,0,0,0,0,0,0,81,81,UEFA CHAMPIONS LEAGUE
Lautaro Martinez,Group A,2021-06-04,Argentina  (2.),Chile  (6.),1:1,CF,0,1,0,0,0,0,0,0,90,WCQ
Lautaro Martinez,Group A,2021-06-09,Colombia  (6.),Argentina  (2.),2:2,CF,0,0,0,0,0,0,0,0,90,WCQ
Lautaro Martinez,Group A,2021-09-03,Venezuela  (9.),Argentina  (2.),1:3,CF,1,1,0,0,0,0,0,76,76,WCQ
Lautaro Martinez,Group A,2021-09-10,Argentina,Bolivia,3:0,CF,0,0,0,0,0,0,0,71,71,WCQ
Lautaro Martinez,Group A,2021-10-11,Argentina  (2.),Uruguay  (5.),3:0,CF,1,1,0,0,0,0,0,65,65,WCQ
Lautaro Martinez,Group A,2021-10-15,Argentina,Peru,1:0,CF,1,0,0,0,0,0,0,85,85,WCQ
Lautaro Martinez,15,2021-01-03,Inter  (2.),Crotone  (19.),6:2,CF,3,0,0,0,0,0,0,0,90,SERIE A
Lautaro Martinez,16,2021-01-06,Sampdoria  (11.),Inter  (2.),2:1,CF,0,0,0,1,0,0,0,0,90,SERIE A
Lautaro Martinez,17,2021-01-10,AS Roma  (4.),Inter  (2.),2:2,CF,0,0,0,0,0,0,0,77,77,SERIE A
Lautaro Martinez,18,2021-01-17,Inter  (2.),Juventus  (3.),2:0,CF,0,0,0,0,0,0,0,86,86,SERIE A
Lautaro Martinez,19,2021-01-23,Udinese Calcio  (15.),Inter  (2.),0:0,CF,0,0,0,0,0,0,0,70,70,SERIE A
Lautaro Martinez,20,2021-01-30,Inter  (2.),Benevento  (11.),4:0,CF,1,1,0,0,0,0,0,74,74,SERIE A
Lautaro Martinez,21,2021-02-05,Fiorentina  (12.),Inter  (2.),0:2,CF,0,0,0,0,0,0,61,0,29,SERIE A
Lautaro Martinez,22,2021-02-14,Inter  (2.),Lazio  (4.),3:1,CF,1,1,0,0,0,0,0,78,78,SERIE A
Lautaro Martinez,23,2021-02-21,AC Milan  (2.),Inter  (1.),0:3,CF,2,0,0,0,0,0,0,78,78,SERIE A
Lautaro Martinez,24,2021-02-28,Inter  (1.),Genoa  (11.),3:0,CF,0,1,0,0,0,0,0,76,76,SERIE A
Lautaro Martinez,25,2021-03-04,Parma  (19.),Inter  (1.),1:2,CF,0,0,0,0,0,0,75,0,15,SERIE A
Lautaro Martinez,26,2021-03-08,Inter  (1.),Atalanta BC  (4.),1:0,CF,0,0,0,0,0,0,0,77,77,SERIE A
Lautaro Martinez,27,2021-03-14,Torino  (17.),Inter  (1.),1:2,CF,1,1,0,0,0,0,0,89,89,SERIE A
Lautaro Martinez,29,2021-04-03,Bologna  (11.),Inter  (1.),0:1,CF,0,0,0,0,0,0,0,71,71,SERIE A
Lautaro Martinez,28,2021-04-07,Inter  (1.),Sassuolo  (8.),2:1,CF,1,0,0,0,0,0,0,77,77,SERIE A
Lautaro Martinez,30,2021-04-11,Inter  (1.),Cagliari Calcio  (18.),1:0,CF,0,0,0,0,0,0,70,0,20,SERIE A
Lautaro Martinez,31,2021-04-18,SSC Napoli  (5.),Inter  (1.),1:1,CF,0,0,0,0,0,0,0,75,75,SERIE A
